"","Two_yr_Recidivism","Number_of_Priors","Age_Above_FourtyFive","Age_Below_TwentyFive","Misdemeanor","Ethnicity","Sex"
"3845","0",3,"1","0","1","Caucasian","Male"
"3846","1",0,"0","1","0","Caucasian","Male"
"3847","0",5,"0","0","0","African_American","Male"
"3848","0",0,"0","0","0","African_American","Male"
"3849","1",6,"0","0","1","African_American","Male"
"3850","0",1,"0","1","1","African_American","Female"
"3851","0",11,"0","0","0","Caucasian","Male"
"3852","0",0,"0","1","0","Caucasian","Male"
"3853","0",2,"0","0","0","African_American","Female"
"3854","1",1,"1","0","0","Caucasian","Male"
"3855","0",2,"0","0","0","Hispanic","Male"
"3856","1",17,"0","0","0","African_American","Male"
"3857","0",1,"1","0","1","Caucasian","Female"
"3858","0",0,"0","0","0","Caucasian","Male"
"3859","1",0,"0","0","1","Other","Female"
"3860","1",17,"1","0","0","African_American","Male"
"3861","0",0,"0","0","1","African_American","Female"
"3862","1",3,"0","0","1","Caucasian","Male"
"3863","1",1,"0","1","0","African_American","Male"
"3864","0",0,"0","0","0","African_American","Male"
"3865","0",2,"0","0","1","African_American","Male"
"3866","1",0,"0","0","0","Hispanic","Male"
"3867","0",0,"0","0","1","Caucasian","Male"
"3868","1",1,"0","0","0","African_American","Male"
"3869","0",0,"0","1","0","African_American","Female"
"3870","0",1,"0","1","0","African_American","Female"
"3871","0",0,"0","0","1","Hispanic","Female"
"3872","1",21,"0","0","0","African_American","Male"
"3873","1",18,"0","0","0","African_American","Male"
"3874","1",0,"0","1","1","Hispanic","Male"
"3875","1",9,"0","0","0","African_American","Male"
"3876","0",1,"0","1","0","African_American","Male"
"3877","1",0,"0","0","0","African_American","Female"
"3878","0",10,"0","0","1","African_American","Male"
"3879","0",1,"0","0","0","African_American","Male"
"3880","0",0,"0","0","0","African_American","Male"
"3881","1",2,"0","1","0","African_American","Male"
"3882","1",1,"0","0","0","Caucasian","Male"
"3883","1",1,"0","0","1","African_American","Male"
"3884","0",0,"0","0","0","Caucasian","Male"
"3885","0",0,"0","0","1","African_American","Male"
"3886","1",3,"0","1","0","Caucasian","Male"
"3887","0",0,"0","0","0","African_American","Female"
"3888","1",1,"0","1","0","African_American","Male"
"3889","0",0,"0","0","0","Caucasian","Female"
"3890","0",2,"1","0","0","Caucasian","Male"
"3891","1",1,"1","0","0","African_American","Female"
"3892","1",4,"0","1","0","African_American","Female"
"3893","0",0,"0","0","1","Caucasian","Female"
"3894","1",2,"0","1","0","African_American","Male"
"3895","1",4,"0","0","0","African_American","Female"
"3896","0",0,"0","0","0","African_American","Male"
"3897","1",1,"0","0","1","Caucasian","Male"
"3898","0",3,"1","0","0","Caucasian","Male"
"3899","0",0,"0","1","0","African_American","Male"
"3900","1",2,"0","1","0","African_American","Male"
"3901","1",3,"0","0","0","African_American","Male"
"3902","0",0,"0","0","0","Hispanic","Male"
"3903","0",0,"0","0","0","African_American","Female"
"3904","1",0,"0","0","1","African_American","Male"
"3905","0",2,"1","0","0","Caucasian","Female"
"3906","0",2,"0","0","0","Other","Female"
"3907","0",0,"0","1","1","Caucasian","Male"
"3908","1",10,"0","0","0","African_American","Male"
"3909","1",5,"0","0","0","African_American","Male"
"3910","1",4,"0","1","0","African_American","Male"
"3911","0",0,"0","0","1","Caucasian","Male"
"3912","1",6,"1","0","0","Asian","Female"
"3913","0",1,"0","0","1","Caucasian","Male"
"3914","1",13,"0","0","0","African_American","Female"
"3915","1",0,"0","0","0","Caucasian","Male"
"3916","1",1,"1","0","0","Hispanic","Male"
"3917","0",4,"1","0","1","African_American","Male"
"3918","0",1,"0","0","1","Hispanic","Male"
"3919","1",2,"0","0","0","African_American","Male"
"3920","1",0,"0","1","1","African_American","Female"
"3921","1",2,"0","0","1","African_American","Male"
"3922","0",0,"0","1","0","African_American","Male"
"3923","1",20,"1","0","1","African_American","Male"
"3924","0",2,"0","1","0","Caucasian","Male"
"3925","1",2,"0","0","0","Caucasian","Female"
"3926","0",6,"0","0","0","African_American","Female"
"3927","1",12,"1","0","1","African_American","Male"
"3928","1",4,"1","0","0","African_American","Male"
"3929","0",8,"1","0","1","African_American","Male"
"3930","0",0,"0","0","0","African_American","Male"
"3931","0",0,"0","1","0","Caucasian","Male"
"3932","1",0,"0","0","0","Caucasian","Male"
"3933","1",0,"0","0","1","African_American","Male"
"3934","0",2,"0","0","0","Caucasian","Male"
"3935","0",2,"0","0","0","Caucasian","Male"
"3936","1",0,"0","0","1","African_American","Female"
"3937","0",7,"0","0","0","African_American","Male"
"3938","1",0,"1","0","1","African_American","Male"
"3939","1",5,"0","0","0","Caucasian","Male"
"3940","1",16,"0","0","1","African_American","Male"
"3941","0",1,"0","0","0","Other","Male"
"3942","0",1,"1","0","1","Caucasian","Female"
"3943","0",2,"0","1","0","African_American","Male"
"3944","1",2,"0","0","0","Caucasian","Male"
"3945","1",0,"0","0","1","Hispanic","Male"
"3946","1",6,"0","0","0","African_American","Male"
"3947","1",3,"0","0","0","Caucasian","Female"
"3948","0",0,"0","1","0","Caucasian","Male"
"3949","1",0,"0","1","0","African_American","Male"
"3950","0",0,"0","0","0","African_American","Male"
"3951","0",1,"0","0","0","African_American","Male"
"3952","0",2,"0","0","1","Native_American","Male"
"3953","1",0,"0","0","1","African_American","Male"
"3954","0",1,"1","0","0","African_American","Male"
"3955","0",0,"0","0","0","African_American","Male"
"3956","0",0,"1","0","1","Caucasian","Male"
"3957","0",9,"0","0","0","African_American","Female"
"3958","1",0,"0","1","1","Caucasian","Male"
"3959","1",6,"0","0","1","African_American","Male"
"3960","1",2,"0","1","0","Caucasian","Male"
"3961","1",4,"0","1","1","Caucasian","Female"
"3962","1",0,"0","0","1","Caucasian","Female"
"3963","1",8,"0","0","0","African_American","Male"
"3964","0",3,"0","0","0","Caucasian","Male"
"3965","0",0,"1","0","1","Caucasian","Female"
"3966","0",0,"0","0","0","Hispanic","Male"
"3967","0",0,"0","1","0","Caucasian","Female"
"3968","0",0,"1","0","0","Other","Male"
"3969","0",2,"0","0","0","Caucasian","Male"
"3970","0",1,"0","0","1","Hispanic","Male"
"3971","1",3,"0","1","0","African_American","Male"
"3972","0",2,"0","0","0","African_American","Male"
"3973","1",11,"0","0","1","African_American","Male"
"3974","0",0,"0","1","0","Caucasian","Female"
"3975","1",4,"1","0","1","Caucasian","Male"
"3976","1",15,"0","0","0","African_American","Male"
"3977","1",10,"0","0","0","African_American","Male"
"3978","0",0,"1","0","0","Caucasian","Male"
"3979","1",3,"1","0","1","Caucasian","Male"
"3980","1",10,"1","0","1","African_American","Male"
"3981","1",0,"0","1","0","African_American","Male"
"3982","0",9,"0","0","0","African_American","Male"
"3983","0",0,"1","0","0","Caucasian","Male"
"3984","0",3,"0","1","1","African_American","Male"
"3985","1",2,"1","0","0","Caucasian","Male"
"3986","0",0,"0","0","0","Asian","Male"
"3987","1",0,"0","0","1","African_American","Male"
"3988","0",5,"0","0","0","African_American","Female"
"3989","0",0,"1","0","1","Caucasian","Female"
"3990","0",2,"0","0","1","Other","Male"
"3991","1",4,"0","0","0","Caucasian","Male"
"3992","1",7,"0","0","0","African_American","Male"
"3993","1",3,"0","0","0","African_American","Male"
"3994","0",0,"0","0","0","African_American","Female"
"3995","0",1,"0","0","0","Caucasian","Male"
"3996","0",0,"0","0","0","Other","Female"
"3997","0",1,"1","0","0","African_American","Male"
"3998","0",3,"0","0","1","African_American","Male"
"3999","1",1,"0","0","0","African_American","Male"
"4000","0",8,"1","0","0","Hispanic","Male"
"4001","0",1,"0","1","0","Caucasian","Male"
"4002","1",0,"0","1","1","African_American","Female"
"4003","0",0,"0","1","1","African_American","Male"
"4004","0",1,"1","0","1","Caucasian","Male"
"4005","0",4,"1","0","0","African_American","Male"
"4006","0",1,"0","0","1","Hispanic","Male"
"4007","1",2,"0","0","0","Caucasian","Male"
"4008","0",1,"0","0","0","Hispanic","Male"
"4009","1",5,"0","1","0","African_American","Male"
"4010","1",3,"1","0","0","African_American","Male"
"4011","1",6,"0","0","1","African_American","Male"
"4012","0",1,"1","0","0","Caucasian","Male"
"4013","0",1,"0","0","0","African_American","Female"
"4014","0",2,"0","0","1","African_American","Female"
"4015","0",0,"0","1","0","Caucasian","Male"
"4016","0",2,"0","0","0","Caucasian","Male"
"4017","0",1,"0","0","0","Caucasian","Male"
"4018","0",0,"0","1","1","Hispanic","Male"
"4019","1",7,"0","0","0","African_American","Male"
"4020","0",4,"0","0","1","Hispanic","Male"
"4021","1",2,"0","0","0","African_American","Male"
"4022","0",0,"1","0","0","Hispanic","Male"
"4023","0",1,"0","0","0","Caucasian","Female"
"4024","1",16,"0","0","1","African_American","Male"
"4025","1",0,"0","1","1","Caucasian","Male"
"4026","1",1,"0","0","0","Hispanic","Female"
"4027","0",0,"1","0","0","Other","Female"
"4028","0",6,"1","0","0","African_American","Male"
"4029","0",0,"0","0","0","Caucasian","Male"
"4030","1",1,"0","1","0","African_American","Male"
"4031","0",1,"0","0","0","African_American","Male"
"4032","0",1,"0","1","0","African_American","Male"
"4033","0",0,"1","0","0","African_American","Male"
"4034","0",3,"0","0","1","Caucasian","Male"
"4035","1",0,"0","0","0","Caucasian","Male"
"4036","1",6,"0","0","0","Hispanic","Male"
"4037","0",1,"0","0","0","African_American","Male"
"4038","1",7,"0","0","1","African_American","Male"
"4039","1",7,"0","0","1","African_American","Female"
"4040","1",7,"0","0","0","African_American","Male"
"4041","0",3,"0","0","0","African_American","Male"
"4042","1",5,"0","0","0","Caucasian","Female"
"4043","0",3,"1","0","0","African_American","Male"
"4044","1",1,"0","1","0","African_American","Male"
"4045","1",7,"0","0","0","African_American","Male"
"4046","1",6,"0","0","0","Caucasian","Male"
"4047","0",3,"1","0","0","Caucasian","Male"
"4048","1",4,"0","0","0","Caucasian","Male"
"4049","0",3,"0","0","1","African_American","Male"
"4050","0",1,"0","0","0","Hispanic","Male"
"4051","0",3,"0","0","1","Caucasian","Male"
"4052","0",0,"1","0","1","Caucasian","Female"
"4053","1",6,"0","0","1","Other","Male"
"4054","0",4,"0","0","1","African_American","Male"
"4055","0",0,"0","1","1","African_American","Female"
"4056","1",2,"0","0","1","African_American","Male"
"4057","1",5,"0","0","1","African_American","Male"
"4058","0",2,"0","1","0","Caucasian","Male"
"4059","1",2,"0","1","0","African_American","Female"
"4060","0",1,"0","0","0","African_American","Female"
"4061","1",3,"0","0","0","African_American","Female"
"4062","1",0,"0","1","0","Caucasian","Male"
"4063","1",4,"0","0","1","African_American","Male"
"4064","1",1,"0","1","0","Caucasian","Male"
"4065","1",8,"0","0","0","African_American","Male"
"4066","0",5,"0","0","1","Caucasian","Male"
"4067","1",0,"1","0","0","Hispanic","Male"
"4068","0",13,"1","0","1","African_American","Male"
"4069","0",0,"0","1","0","Caucasian","Male"
"4070","0",0,"1","0","1","Caucasian","Female"
"4071","0",0,"1","0","1","Caucasian","Female"
"4072","0",16,"1","0","0","African_American","Male"
"4073","0",0,"0","0","1","Caucasian","Female"
"4074","0",4,"1","0","1","Caucasian","Male"
"4075","1",1,"0","0","1","African_American","Male"
"4076","1",19,"0","0","1","African_American","Male"
"4077","0",0,"0","0","1","Caucasian","Male"
"4078","0",3,"0","0","1","African_American","Female"
"4079","0",2,"0","0","0","Caucasian","Male"
"4080","1",3,"0","1","0","African_American","Male"
"4081","0",2,"0","0","0","Caucasian","Male"
"4082","1",3,"0","0","0","African_American","Male"
"4083","1",20,"0","0","0","African_American","Male"
"4084","0",13,"0","0","0","African_American","Female"
"4085","0",19,"0","0","1","African_American","Male"
"4086","1",31,"0","0","0","Other","Male"
"4087","0",0,"1","0","1","Other","Male"
"4088","0",1,"0","0","0","African_American","Female"
"4089","1",9,"0","0","0","African_American","Male"
"4090","1",2,"0","0","0","African_American","Male"
"4091","1",24,"0","0","0","African_American","Male"
"4092","0",0,"0","0","0","Caucasian","Male"
"4093","1",0,"1","0","0","Other","Female"
"4094","1",3,"1","0","0","Caucasian","Male"
"4095","0",5,"0","0","0","Caucasian","Male"
"4096","0",0,"1","0","1","Hispanic","Male"
"4097","1",6,"0","0","0","Caucasian","Male"
"4098","1",2,"0","1","1","African_American","Male"
"4099","0",2,"0","0","0","African_American","Male"
"4100","1",2,"0","0","1","Caucasian","Male"
"4101","1",3,"0","1","0","Caucasian","Male"
"4102","0",0,"0","0","0","African_American","Male"
"4103","1",0,"0","1","0","Other","Male"
"4104","1",19,"0","0","0","African_American","Male"
"4105","0",0,"0","0","0","Caucasian","Male"
"4106","0",3,"0","1","0","African_American","Male"
"4107","0",0,"0","0","1","African_American","Male"
"4108","1",3,"0","0","0","African_American","Female"
"4109","1",0,"0","0","0","Caucasian","Female"
"4110","1",0,"0","0","0","Other","Male"
"4111","1",24,"0","0","0","African_American","Male"
"4112","1",2,"0","1","0","African_American","Male"
"4113","0",2,"0","0","0","Other","Male"
"4114","1",4,"0","1","0","African_American","Male"
"4115","1",1,"0","0","1","African_American","Male"
"4116","1",0,"0","0","0","Caucasian","Female"
"4117","1",0,"0","0","1","African_American","Male"
"4118","1",0,"0","0","0","Caucasian","Male"
"4119","0",0,"0","0","0","Caucasian","Male"
"4120","1",2,"0","0","0","African_American","Male"
"4121","1",1,"0","1","0","African_American","Male"
"4122","0",0,"0","0","0","African_American","Female"
"4123","0",0,"0","0","1","African_American","Male"
"4124","0",0,"0","0","0","Hispanic","Male"
"4125","0",4,"1","0","1","Caucasian","Female"
"4126","0",2,"0","0","1","Caucasian","Female"
"4127","1",0,"0","1","1","Native_American","Male"
"4128","0",0,"0","0","0","Other","Male"
"4129","0",1,"0","1","0","Caucasian","Male"
"4130","1",11,"0","1","1","African_American","Female"
"4131","0",3,"0","0","0","Caucasian","Male"
"4132","1",4,"0","0","0","African_American","Male"
"4133","0",8,"1","0","1","African_American","Male"
"4134","1",15,"0","0","0","African_American","Male"
"4135","1",2,"0","1","1","African_American","Male"
"4136","1",3,"0","0","1","African_American","Male"
"4137","0",0,"0","0","0","African_American","Female"
"4138","1",5,"0","0","0","African_American","Male"
"4139","1",2,"0","1","0","Caucasian","Male"
"4140","1",1,"1","0","0","Caucasian","Male"
"4141","1",2,"0","1","0","African_American","Male"
"4142","0",12,"0","0","0","Caucasian","Male"
"4143","0",0,"0","0","1","Asian","Male"
"4144","1",0,"0","1","0","African_American","Male"
"4145","0",2,"1","0","0","African_American","Male"
"4146","1",0,"0","1","1","African_American","Male"
"4147","1",17,"0","0","0","African_American","Male"
"4148","0",1,"1","0","1","Hispanic","Male"
"4149","0",1,"0","0","0","Other","Female"
"4150","0",2,"0","0","1","African_American","Female"
"4151","1",4,"0","0","1","Caucasian","Male"
"4152","1",9,"0","1","1","Caucasian","Female"
"4153","1",1,"0","1","0","African_American","Male"
"4154","0",1,"1","0","0","Caucasian","Male"
"4155","0",5,"0","0","1","African_American","Male"
"4156","1",0,"0","0","0","Caucasian","Male"
"4157","1",3,"0","1","0","African_American","Male"
"4158","0",2,"0","0","1","Hispanic","Male"
"4159","0",0,"1","0","0","Caucasian","Female"
"4160","0",1,"0","1","0","African_American","Male"
"4161","1",0,"0","0","0","Caucasian","Male"
"4162","0",0,"0","0","1","Caucasian","Male"
"4163","0",1,"0","1","0","African_American","Male"
"4164","1",0,"1","0","0","African_American","Male"
"4165","0",0,"0","0","0","African_American","Male"
"4166","0",0,"0","1","0","African_American","Male"
"4167","0",5,"0","0","0","African_American","Male"
"4168","0",8,"0","0","1","African_American","Male"
"4169","1",0,"0","1","1","Caucasian","Male"
"4170","0",2,"0","0","0","Caucasian","Male"
"4171","0",0,"0","0","0","African_American","Female"
"4172","1",20,"0","0","0","Caucasian","Female"
"4173","1",1,"0","0","0","African_American","Male"
"4174","0",5,"0","0","0","African_American","Male"
"4175","0",2,"0","1","0","Other","Male"
"4176","1",0,"0","0","0","Other","Male"
"4177","0",1,"0","0","1","African_American","Female"
"4178","0",1,"0","1","0","African_American","Male"
"4179","1",1,"0","0","0","Hispanic","Male"
"4180","0",0,"1","0","0","Caucasian","Male"
"4181","0",0,"0","1","1","African_American","Female"
"4182","0",0,"0","0","0","African_American","Female"
"4183","1",13,"0","0","0","African_American","Male"
"4184","1",13,"0","0","1","African_American","Male"
"4185","1",1,"0","0","1","African_American","Male"
"4186","0",0,"0","1","0","African_American","Male"
"4187","1",5,"0","0","0","African_American","Male"
"4188","1",10,"0","0","0","African_American","Male"
"4189","1",3,"0","0","1","Hispanic","Male"
"4190","1",3,"1","0","1","Caucasian","Male"
"4191","1",2,"0","1","0","African_American","Male"
"4192","0",0,"0","1","0","Caucasian","Male"
"4193","0",0,"0","0","1","Caucasian","Male"
"4194","0",0,"0","1","1","Other","Female"
"4195","1",2,"0","0","0","Caucasian","Male"
"4196","1",4,"0","0","0","African_American","Male"
"4197","0",0,"1","0","1","Caucasian","Male"
"4198","0",6,"1","0","1","African_American","Male"
"4199","0",1,"0","1","0","African_American","Male"
